ds,yhat,yhat_lower,yhat_upper
2004-08-30,3334.1165277657924,1110.1261075468576,5704.688783861435
2004-09-01,3332.5903360211632,1021.7836220445887,5716.2281698089155
2004-09-03,3505.832587244554,1200.0646170190219,5776.394150202846
2004-09-07,3606.718780969888,1053.2998224990338,5692.500571117019
2004-09-08,3386.5638600789675,949.986642607301,5730.612969279964
2004-09-09,3584.5776040462156,1330.1166340868122,6119.949972544637
2004-09-10,3561.4790614583426,1162.47121241095,5879.573000829468
2004-09-15,3423.0929600039053,928.5342281449663,5607.050084392867
2004-09-16,3614.1352756745905,1209.0830669397285,5910.436972150298
2004-09-27,3400.6362130511625,1053.3578645275022,5759.207569583658
2004-09-30,3578.2468832491527,1117.794485217391,5743.667645677585
2004-10-06,3423.7841707960074,1069.2427891433456,5895.13879323063
2004-10-11,3493.7883861040646,1254.0438646420366,5862.439040118694
2004-10-13,3506.2955185243372,1220.8564348350594,5617.8190663281075
2004-10-14,3707.3424148691315,1252.526224566448,6108.6009927338655
2004-10-15,3686.741054637425,1172.6317729480343,6062.638960900508
2004-10-16,3510.206616768718,1250.995632275471,5878.434701291979
2004-10-21,3739.665547709891,1460.346102779692,6179.0654981242815
2004-10-22,3706.3044989182386,1347.597429003978,6027.133344096744
2004-10-29,3642.151656504711,1256.5796618112477,5972.128643109015
2004-11-01,3458.3638256220715,1372.4921717483876,5825.558094697256
2004-11-02,3665.135598438488,1430.1214028434226,5956.270895187917
2004-11-03,3427.737468420132,984.9412390293166,5834.688434925032
2004-11-04,3610.374881342662,1285.1473422524068,6035.671692102096
2004-11-05,3574.222457349371,1163.368840427444,5921.6096391661495
2004-11-09,3639.0062747576644,1284.8441963421906,5896.274324681174
2004-11-10,3414.889440464649,1107.9824314967086,5722.679320405872
2004-11-12,3588.767654523714,1314.4256175366581,5811.626720702296
2004-11-15,3471.542596794376,1042.5994453696587,5949.995679607259
2004-11-16,3700.7159031762244,1332.443735519699,5876.052573724554
2004-11-17,3484.7311581949652,1265.8795759055101,5898.308571502164
2004-11-18,3687.1628858410168,1244.4330815828823,6032.622422002815
2004-11-19,3668.5972224404973,1330.104306163445,6046.343854539384
2004-11-20,3494.6508540712002,1125.5818621795893,5698.979444242131
2004-11-21,3563.1144696524193,1197.3947518945997,5959.711131809814
2004-11-22,3548.7417155301496,1219.3083422518616,6091.419491692421
2004-11-23,3772.2878950744594,1393.7585296766647,6104.275101130976
2004-11-24,3548.4723249414037,1205.935320504101,5939.940713869751
2004-11-25,3741.0655930712924,1351.9142957483798,6042.649653811468
2004-11-29,3548.8915062292426,1161.4314893638518,5896.400184904858
2004-12-01,3518.0397693043483,1318.5572758660871,5792.210456359771
2004-12-02,3695.758339655503,1411.0008466887316,6027.357893330107
2004-12-03,3651.500916977208,1474.9519204226615,5947.636174455892
2004-12-04,3451.5282373758832,1082.7982420972667,5605.319223812561
2004-12-07,3655.457828695655,1487.4760115914614,5945.812514260555
2004-12-09,3584.549885273481,1324.5658845257553,5832.202873429677
2004-12-10,3538.82023552483,1183.6821465305857,5872.895270673742
2004-12-15,3320.6117904904295,1001.4257727849691,5700.440409665348
2004-12-17,3468.3737859803578,1011.8731446654143,5773.332013754067
2005-01-05,3333.7011547142415,1063.3003581146068,5688.080659473112
2005-01-06,3523.953391057134,1284.6925888516557,5700.147488459759
2005-01-07,3493.874721630668,1284.0044464874509,5934.343402106051
2005-01-10,3349.0668713448345,1001.4310006286894,5579.872369693273
2005-01-12,3345.233821231217,973.160412512531,5656.997492886494
2005-01-19,3419.7972214712318,1067.6409741351101,5710.504778746791
2005-01-20,3626.931585980939,1292.98569700537,5890.6147750114815
2005-01-23,3527.2204222205605,1055.6391287305048,5639.753329693073
2005-01-26,3552.207341173477,1354.7333907997431,5998.764920423647
2005-01-31,3639.481171603886,1382.2226030992,6164.7164574908265
2005-02-02,3643.246466783129,1177.946347354143,5905.305864654957
2005-02-03,3836.81209225722,1522.815936595483,6287.2288614441295
2005-02-08,3849.7087379338814,1259.6785218937287,6070.530165534947
2005-02-09,3609.0043782649036,1237.8420450714202,5959.661603399899
2005-02-10,3785.061807985865,1461.9459134704218,6252.811571113028
2005-02-16,3496.6683775432302,1225.2766797509657,5948.147795336625
2005-02-17,3672.6477346191223,1163.4611507618117,6172.806113929877
2005-02-22,3672.409660024037,1328.689632999199,5910.1896789621505
2005-02-23,3444.5305575645552,1063.7379871856617,5684.6122354320605
2005-02-28,3497.9771793318823,1144.7484406637986,5702.003283744314
2005-03-01,3729.7450635960645,1196.7994572714197,5947.0955534578925
2005-03-02,3517.3277677011897,1103.503926834467,5736.580802910951
2005-03-03,3724.1970692167924,1195.2063577395563,5888.592422291079
2005-03-04,3710.8131136864895,1294.8015019245427,5850.979217735434
2005-03-09,3622.3613007157005,1296.5826356567056,5913.019094264889
2005-03-10,3821.317691871489,1564.5944619993152,6259.063435913386
2005-03-15,3862.753840493304,1387.3312958198392,6361.141806184394
2005-03-17,3808.0589688024274,1484.4589609462855,6096.526309614884
2005-03-23,3542.830848164797,1160.6245526621503,5858.47549683367
2005-03-28,3529.1743130065142,1168.2829128389276,5858.965442969961
2005-03-30,3532.7739077214706,1186.760750182877,6000.601970356022
2005-04-01,3724.664206707705,1365.0663497029434,6216.896633956112
2005-04-03,3647.2337383304975,1414.5390365116305,6018.498157687295
2005-04-07,3939.892908331213,1750.2404439092259,6172.069491116042
2005-04-08,3948.458911995841,1382.4227677281922,6267.572692172061
2005-04-14,4192.579244835421,1936.8554871765593,6508.5093720684
2005-04-15,4187.255251772837,1911.7107473471249,6483.269617400491
2005-04-22,4204.6404430180155,1947.702599454935,6415.513361424213
2005-04-23,3998.31798152617,1641.1509495585226,6375.453627230836
2005-05-01,3750.8312226208063,1537.8767339106093,6209.748587799836
2005-05-03,3861.947044572882,1652.7031824525282,6198.065934095564
2005-05-05,3751.884943830893,1284.8408865399497,5991.161584644754
2005-05-06,3691.724426417211,1591.5698762293723,6124.368747750947
2005-05-09,3484.023468792562,936.8627129770568,5871.979019957366
2005-05-10,3692.5359300722394,1509.0632701584052,5992.854794726912
2005-05-13,3631.6820368320227,1078.9566966125703,5933.093592570949
2005-05-17,3772.964628396143,1589.9677376884122,6338.803528677373
2005-05-29,3770.7335750937336,1491.2328227457754,5968.437559439303
2005-05-30,3737.4687127258494,1574.8345439282605,5989.148601217962
2005-05-31,3938.6012966875514,1486.7243271306709,6418.082198773604
2005-06-01,3689.3365868323554,1603.0448971809494,6151.766756982948
2005-06-02,3854.0176089492925,1529.6979819104681,6281.430704888986
2005-06-03,3794.125753061347,1504.1281243897065,6289.335112499445
2005-06-04,3576.275980285105,1241.4638569514125,6047.245691563518
2005-06-05,3599.333962377222,1114.5759523318445,5955.266102446012
2005-06-06,3539.1768667877973,1148.5768812109466,5776.849907904231
2005-06-07,3717.702801750551,1336.1517574457346,6006.720319479949
2005-06-08,3450.763625453589,985.0733008456341,5754.258053557986
2005-06-09,3603.2231621506708,1075.6155181214428,5862.525863113582
2005-06-10,3536.94466301774,1207.292430059907,5776.531964873984
2005-06-11,3318.776541316224,806.1615092336824,5552.913118667309
2005-06-12,3347.6639354966487,1114.618985178392,5787.59397359242
2005-06-13,3299.4079375646215,736.859505297049,5747.208460881474
2005-06-14,3495.677517955514,1002.4556643951805,5770.61828795398
2005-06-15,3251.948760162032,927.7225488766492,5709.373058589822
2005-06-16,3432.573252705168,894.9774527473253,5835.119033112834
2005-06-17,3398.779182543129,893.3755511140373,5799.862358807495
2005-06-18,3216.6737758847494,865.0576929216356,5642.571408630585
2005-06-19,3284.3741776057645,906.8158779523208,5724.205750708199
2005-06-20,3276.7880783551045,920.0520156422813,5601.732911469726
2005-06-21,3514.648541374009,1274.2731806540262,5799.357449803955
2005-06-22,3312.477028094773,961.9352469710567,5556.0667009030285
2005-06-23,3533.6758379055104,1024.3441161416722,5866.142270553543
2005-06-24,3538.552873165549,1310.6391316994293,5943.170120435542
2005-06-25,3392.346758775515,1026.3848191215604,5886.821266375394
2005-06-26,3492.3788237125636,1155.2215988363855,5723.244188882439
2005-06-27,3512.8527181832833,1252.6753842908652,5842.439478157687
2005-06-28,3773.9056454000574,1343.014294851471,6019.500538853181
2005-06-29,3589.58480854941,1294.3980546102018,5904.938124065005
2005-06-30,3822.9499744654786,1572.8502161103365,6206.810770100093
